#,T,I,T,L,E
K,E,Y
V,A,L,U,E
S,W,M,H
c_brandenburg,bohemian,,Braniborz
c_brandenburg,bosnian,,Brenna
c_brandenburg,bulgarian,,Brenna
c_brandenburg,croatian,,Brenna
c_brandenburg,karantanci,,Brenna
c_brandenburg,moravian,,Braniborz
c_brandenburg,polish,,Branibór
c_brandenburg,pommeranian,,Brennaburg
c_brandenburg,russian,,Brenna
c_brandenburg,serbian,,Brenna
b_prenzlau,b_prenzlau,,Prenzlau
b_prenzlau,b_prenzlau_adj,,
b_muncheberg,b_muncheberg,,Müncheberg
b_muncheberg,b_muncheberg_adj,,
b_templin,b_templin,,Templin
b_templin,b_templin_adj,,
b_brenna,b_brenna,,Brandenburg am der Havel
b_brenna,b_brenna_adj,,
b_copenick,b_copenick,,Cöpenick
b_copenick,b_copenick_adj,,
b_brandenburg,b_brandenburg,,Brandenburg
b_brandenburg,b_brandenburg_adj,,Brandenburgian
b_brandenburg,bohemian,,Braniborz
b_brandenburg,bosnian,,Brenna
b_brandenburg,bulgarian,,Brenna
b_brandenburg,croatian,,Brenna
b_brandenburg,karantanci,,Brenna
b_brandenburg,moravian,,Braniborz
b_brandenburg,polish,,Branibór
b_brandenburg,pommeranian,,Brennaburg
b_brandenburg,russian,,Brenna
b_brandenburg,serbian,,Brenna
c_prignitz,PROV982,,Prignitz
c_prignitz,c_prignitz,,
c_prignitz,c_prignitz_adj,,Prignitzische
b_pritzwalk,b_pritzwalk,,Pritzwalk
b_pritzwalk,b_pritzwalk_adj,,
b_lindow,b_lindow,,Lindow
b_lindow,b_lindow_adj,,
b_wittstock,b_wittstock,,Wittstock
b_wittstock,b_wittstock_adj,,
b_perleberg,b_perleberg,,Perleberg
b_perleberg,b_perleberg_adj,,
d_lausitz,d_lausitz,,Lausitz
d_lausitz,d_lausitz_adj,,Lausitzische
d_lausitz,foa,,MARGRAVE_FOA
d_lausitz,title,,MARGRAVE
d_lausitz,title_female,,MARGRAVINE
d_lausitz,title_prefix,,MARGRAVE_OF
c_niederlausitz,PROV1064,,Niederlausitz
c_niederlausitz,c_niederlausitz,,
c_niederlausitz,c_niederlausitz_adj,,Niederlausitzische
b_forst,b_forst,,Forst
b_forst,b_forst_adj,,
b_cottbus,b_cottbus,,Cottbus
b_cottbus,b_cottbus_adj,,
b_luckau,b_luckau,,Lukau
b_luckau,b_luckau_adj,,
c_lausitz,PROV364,,Oberlausitz
c_lausitz,c_lausitz,,
c_lausitz,c_lausitz_adj,,Oberlausitzische
b_zittau,b_zittau,,Zittau
b_zittau,b_zittau_adj,,
b_bautzen,b_bautzen,,Bautzen
b_bautzen,b_bautzen_adj,,
b_gorlitz,b_gorlitz,,Görlitz
b_gorlitz,b_gorlitz_adj,,
